"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5","pDat","cas"
3,-2,-5,-4,10,0.8,0.005,0.001,3.2531742013,-2.0042563005,-5.0489987913,-5.1278089108,10.9468824232,0.7388347691,0.0056903384,0.0017846251,0.0055116324,1.1205e-06,6.596e-07,-0.0049587042,-0.0016671222,-0.0113652281,-0.0563969911,-0.1123782824,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.8773478928,-2.0002572593,-4.9228689155,-3.6527556432,9.8216906772,0.8477836197,0.0042519377,0.0007670332,0.0028833035,5.749e-07,3.839e-07,-0.0020691618,-0.0008271673,-0.0055094796,-0.0286933828,-0.0495751219,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.991153785,-2.0450398387,-4.9578127712,-3.5635366972,9.5678420699,0.7828068787,0.0042643567,-0.0001566541,0.005337181,7.613e-07,6.78e-07,-0.0032589743,-0.000975664,-0.0057474619,-0.0352613758,-0.060976316,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.7014415719,-1.9712490888,-5.1298477871,-2.860829889,9.6959596759,0.848341269,0.0033235541,0.0007065249,0.0027090351,3.915e-07,1.699e-07,-0.0015447222,-0.0005127954,-0.0029354818,-0.0191172531,-0.0331881273,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9104117251,-1.9295143722,-5.2025911341,-3.8853186087,10.4054407625,0.6799860334,0.0071273184,0.0029287871,0.0058619546,1.342e-06,4.95e-07,-0.0035712296,-0.0014602344,-0.0094642106,-0.051928957,-0.1163276986,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.96405352,-2.0217430469,-4.9814796136,-3.9330703916,10.2046900152,0.7614635704,0.0061809858,0.0021438085,0.0044627693,1.1426e-06,7.294e-07,-0.0034214667,-0.0011548503,-0.0075568827,-0.0445740953,-0.0650331096,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.0563889242,-2.0883533662,-4.9427966889,-3.3440961291,9.0449468215,0.7945568264,0.0058162353,0.0018037756,0.0039100379,1.1786e-06,5.311e-07,-0.0033958809,-0.001221493,-0.0073041895,-0.0387227336,-0.0748428494,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,2.9519492379,-1.9528984726,-5.0509667362,-4.0756464605,10.0291232929,0.8200187738,0.0056084948,0.0008867901,0.0038620112,1.1562e-06,7.754e-07,-0.003611737,-0.0011862339,-0.0073114813,-0.043038856,-0.0751724018,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.2442199372,-2.0810225783,-4.9133931243,-4.3329980895,9.9312242675,0.7551656699,0.004524928,0.000536537,0.0057821282,8.736e-07,6.845e-07,-0.0039224716,-0.0010748633,-0.0061122089,-0.0527560483,-0.0736838307,100,100
3,-2,-5,-4,10,0.8,0.005,0.001,3.2863220094,-2.0975798657,-4.8920008498,-4.6702598129,10.5075819679,0.7153184979,0.0062198569,0.0023528181,0.0050358482,1.2018e-06,6.129e-07,-0.0043897017,-0.0012169933,-0.0069621863,-0.0610008186,-0.0991763008,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.9378825136,-2.0109338971,-4.8402192741,-4.1740521232,10.3860763941,0.7691706084,0.0044113531,0.000960145,0.0044450538,6.668e-07,3.658e-07,-0.0025661304,-0.000766061,-0.0045489834,-0.031842245,-0.0471848089,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.0916588631,-2.1228564073,-4.7118543866,-4.0483285756,9.9645700289,0.8668505914,0.0042890029,0.0011326157,0.0022130829,5.666e-07,2.198e-07,-0.0026076993,-0.0008070479,-0.0052347522,-0.0327824053,-0.0562396031,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.8205613987,-1.8589302556,-5.2257414635,-4.1900972408,10.4973264543,0.7805547796,0.0064513494,0.0018100815,0.0038506518,1.2737e-06,7.255e-07,-0.0027360678,-0.0010443226,-0.0066468101,-0.0379103655,-0.0743275676,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.9149983173,-1.9209655216,-5.0300549374,-4.3385226131,10.2622166196,0.7825823434,0.0071269742,0.0021463345,0.003839088,1.55e-06,9.259e-07,-0.0035428821,-0.0012537039,-0.0076635013,-0.0483559445,-0.0753546755,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.8730994536,-1.9309774596,-5.1681724436,-3.5739085139,9.7637058107,0.8101520787,0.0046040894,5.66406e-05,0.003736985,7.886e-07,6.573e-07,-0.0032025575,-0.000929258,-0.0049296524,-0.0346450569,-0.0414527558,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.9916575184,-2.0975920937,-4.7566828976,-3.3243424873,8.6951168313,0.7995368239,0.0049727821,0.0002878549,0.0039677206,9.108e-07,7.271e-07,-0.0031494246,-0.000871082,-0.0051461875,-0.0360187073,-0.0468251105,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.0018098673,-1.9943327404,-5.0218518161,-4.0015320687,9.9033018161,0.8612788553,0.0051497447,0.0015088733,0.0020959624,7.862e-07,3.743e-07,-0.002663939,-0.0009056459,-0.0053608402,-0.033683199,-0.0623295306,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.9629394589,-1.9618360835,-5.0013805179,-4.2143238102,9.9749632521,0.7439953918,0.0057758453,0.0014238094,0.0047393123,1.0191e-06,5.701e-07,-0.0029543197,-0.000960076,-0.0057359217,-0.0345119826,-0.0566922641,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.9591064947,-1.9847223639,-5.1206320373,-3.7067766207,10.0651337118,0.5516837189,0.0085613789,0.003560619,0.0083840246,2.6622e-06,1.7601e-06,-0.0033495521,-0.0015825904,-0.0085234598,-0.0496961086,-0.1107179536,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.1707318697,-2.0473593011,-5.0067829191,-4.2489357307,9.9236372006,0.6386061629,0.004709075,0.0008747612,0.00761515,7.743e-07,7.595e-07,-0.0031118501,-0.0009753259,-0.0054994034,-0.0392908543,-0.0538942476,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.0143469089,-2.0242652578,-4.9938798504,-3.9014170037,10.058118735,0.7760183249,0.0052365707,0.0014323913,0.0041123173,8.641e-07,4.565e-07,-0.0030014104,-0.0009982547,-0.0057368452,-0.0369891372,-0.0626701115,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.9630273578,-2.0292825084,-4.9954023992,-3.5658362325,9.430017341,0.7695070669,0.0050492596,0.0012971883,0.0043138275,7.823e-07,4.209e-07,-0.0026363578,-0.0010008912,-0.0051566321,-0.0279401905,-0.0573629434,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.0112144109,-2.0622169636,-4.9041226809,-3.8805176733,10.0285337773,0.8425394166,0.0044299977,0.0007550589,0.0029480406,6.76e-07,4.145e-07,-0.0031410238,-0.0008457086,-0.0043584517,-0.0381227771,-0.0503543261,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.8024859139,-1.8801425676,-5.345989053,-3.4295291661,9.8046452604,0.7078585262,0.0062599152,0.0024400879,0.0049092739,9.955e-07,4.571e-07,-0.0035989971,-0.0009931459,-0.0054305922,-0.0382104937,-0.0604896909,110,110
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8,0.005,0.001,3.0781155055,-2.0320298733,-5.0048209464,-4.1056015266,10.0588189878,0.9187936892,0.0044025177,0.0006128122,0.0014178519,6.252e-07,3.371e-07,-0.0024120491,-0.0009352021,-0.0058752566,-0.0331102107,-0.0784483019,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.0597007546,-1.8912712127,-5.3997247406,-4.6002578468,11.1922004716,0.8274414541,0.0036364522,0.0003047983,0.0028530811,4.64e-07,3.731e-07,-0.0023031121,-0.0008546496,-0.0041608393,-0.0261927395,-0.0479895857,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.4065033801,-2.0160545861,-4.9472315411,-5.8001800035,11.1478391082,0.9074528597,0.0046679197,0.0015808213,0.0018052346,6.127e-07,2.076e-07,-0.0032972813,-0.0010781237,-0.006965155,-0.0475976768,-0.0989967723,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.1544915158,-2.0594487964,-4.9418345014,-4.323443594,10.1030006236,0.8041247731,0.0046785214,0.0007370944,0.0037903168,8.13e-07,5.166e-07,-0.0034741783,-0.0009514062,-0.005128493,-0.0378975836,-0.0543778162,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.0381086573,-2.1046402577,-4.7750722532,-3.7695906737,9.5822497226,0.7341276165,0.0054604635,0.0016073865,0.0047141865,9.986e-07,4.661e-07,-0.0027333688,-0.0009497584,-0.0060160722,-0.0344292634,-0.0695836704,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.1223954528,-2.0384415712,-4.8360519794,-4.5181709034,10.3024318115,0.8284037523,0.0051662625,0.0010164217,0.0028537101,8.293e-07,6.02e-07,-0.0028142474,-0.0009220855,-0.0052696713,-0.0411358521,-0.058179769,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.0485351344,-1.999254389,-4.8453273264,-4.4454391331,9.7573882776,0.7488637443,0.0047953257,0.0008692891,0.0048480938,7.307e-07,5.154e-07,-0.0030906651,-0.000845832,-0.0049797344,-0.0387033817,-0.0517380125,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.1240733976,-2.0691818711,-5.0284818378,-3.8850178045,9.5815505401,0.8272650122,0.0064109837,0.0019611493,0.0030956818,1.1936e-06,4.281e-07,-0.0043004722,-0.001547794,-0.0095284843,-0.0450893586,-0.0971455545,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.9670136476,-2.0199085145,-5.0204192485,-3.6682537952,9.9943656894,0.8177883703,0.0040565905,0.0009038244,0.0033162052,5.423e-07,3.003e-07,-0.0024924635,-0.0006787341,-0.0043589636,-0.032657492,-0.0471847907,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.1217123986,-2.1415982689,-4.482963117,-4.2061000162,8.9045926136,0.8514036838,0.0060239926,0.0011989748,0.0023398565,1.1241e-06,6.228e-07,-0.0034835531,-0.0010706206,-0.0068276569,-0.0441892731,-0.0646188043,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.974185752,-2.1090431833,-4.5655997049,-3.7350085655,9.1817017412,0.77779622,0.0056530395,0.0012489091,0.0039772393,1.0109e-06,6.867e-07,-0.0028036116,-0.000931349,-0.0056224491,-0.0374375561,-0.050973137,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,2.8300911518,-1.9094283137,-5.26307244,-3.623797474,9.9455339088,0.8377859068,0.0058157893,0.0013184307,0.002801411,1.1093e-06,5.567e-07,-0.0024779089,-0.0010131046,-0.0057442997,-0.0296092564,-0.056249952,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.2725340537,-2.002898645,-4.8989722312,-5.4619494285,10.9941367124,0.7719762245,0.0051735228,0.0010702429,0.0044200906,8.353e-07,7.045e-07,-0.0053798268,-0.0013412317,-0.0090934312,-0.0656631622,-0.0802728718,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.0080388665,-1.9800039166,-5.0311483519,-4.0907931418,10.2150491148,0.6741568965,0.0055725574,0.0021545866,0.0062952334,1.0443e-06,5.11e-07,-0.0029640985,-0.0010396852,-0.0054748351,-0.0392444141,-0.0813216032,110,110
3,-2,-5,-4,10,0.8,0.005,0.001,3.1875362198,-2.0358560037,-5.0494132674,-4.5235556627,10.8251019286,0.8176639104,0.0050992253,0.0004885521,0.0028276848,7.12e-07,6.494e-07,-0.0028487743,-0.0009105058,-0.0056308168,-0.0405390268,-0.0586703554,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.0034986855,-1.9907396666,-4.9992132985,-4.2254441322,10.2336011305,0.6188070744,0.0052015325,0.0012616517,0.007267197,9.675e-07,9.325e-07,-0.0026235382,-0.0008859586,-0.0057031033,-0.0352176418,-0.0746744487,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.0409955123,-1.9833761704,-4.8634130118,-4.4442993736,9.9143093024,0.83159573,0.0049131197,0.0008403487,0.0026979638,7.407e-07,4.965e-07,-0.0024629392,-0.0008007835,-0.0049354622,-0.0335780638,-0.0516786213,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.1052542059,-2.0311442902,-5.0969284313,-3.9596303135,10.2376448799,0.7717578618,0.0051070672,0.0013786556,0.003536095,7.338e-07,4.079e-07,-0.0028835544,-0.000791464,-0.0041909868,-0.0359419694,-0.0528296029,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.9854997769,-1.9628387484,-5.1911679344,-3.8686740571,9.7715452086,0.8156926828,0.0058291585,0.0014708384,0.0028174452,8.14e-07,4.825e-07,-0.0033620139,-0.0009641437,-0.0050973645,-0.033412844,-0.0435614097,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.9824564222,-2.0015239181,-5.0422920568,-3.8366166717,9.7545369809,0.7596859477,0.0055528564,0.0009995915,0.0041341894,8.593e-07,7.197e-07,-0.0031987955,-0.0010268799,-0.0059547966,-0.0337795103,-0.0496830461,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.8120471605,-1.979433013,-5.0913427272,-3.1187422377,9.375134774,0.8040141866,0.0053729755,0.0012122122,0.0031926027,8.702e-07,5.039e-07,-0.0025143282,-0.0007257713,-0.0047060492,-0.0284210742,-0.039597796,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.1883399886,-2.0856825044,-4.7827296404,-4.3626672342,9.7498086153,1.1017005796,0.0016947393,0.0010483232,9.7e-07,3.84e-07,2.717e-07,-0.0006664723,-0.0002504996,-0.0013454883,-0.0084144515,-0.0160132785,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.8951199313,-1.9895988723,-4.8946602192,-3.7810536994,9.5946395918,1.0174319962,0.0064006795,0.0014031008,1.55931e-05,7.068e-07,3.681e-07,-0.0028553335,-0.0009932752,-0.006408956,-0.0379306643,-0.0567897327,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.0377395491,-1.9473262125,-5.2120146961,-4.3136860029,10.7661669218,0.817115564,0.0058740101,0.0016170167,0.002296463,9.302e-07,4.606e-07,-0.0033271378,-0.0009903229,-0.0052990882,-0.0391574911,-0.0640942542,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.0805447074,-2.0114416615,-5.1894858723,-4.069658269,10.8515930544,0.7584419657,0.0047810447,0.0013062681,0.0039003783,6.59e-07,4.028e-07,-0.0024260151,-0.0007247921,-0.003813195,-0.031670653,-0.0455155047,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.0261986782,-2.0465256152,-4.8928486402,-3.9877027326,9.7766422588,0.8234151977,0.0040641657,-6.03509e-05,0.0035360616,6.863e-07,5.708e-07,-0.0021036174,-0.0009985584,-0.0059942547,-0.0272231841,-0.0629037329,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.945862501,-1.9683675914,-5.067548077,-3.9100344935,9.9896789796,0.7909874347,0.0043116144,0.0002527046,0.0035240347,5.249e-07,4.524e-07,-0.0027642627,-0.000782641,-0.0045967167,-0.0320461819,-0.0411811891,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.9985396296,-2.0014376806,-5.1747093266,-3.586510673,10.2098870915,0.7730565618,0.0060000551,0.0017551285,0.0036193084,1.0541e-06,5.015e-07,-0.003082944,-0.0011016887,-0.0067036285,-0.0334672254,-0.0703706462,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.0726620154,-2.1084184898,-4.8484378284,-3.7100449186,9.7275655894,0.8108312267,0.0042567224,0.0002379423,0.003331514,6.024e-07,4.844e-07,-0.0022272199,-0.0008355721,-0.005018075,-0.0258143426,-0.0446268282,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.2617190872,-2.027678069,-4.9244322585,-4.9629601141,10.4531104202,0.7738484491,0.0052925946,0.0007825906,0.0041755163,9.394e-07,6.821e-07,-0.0041508027,-0.0010863366,-0.0073035244,-0.0538498485,-0.0787758975,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.8914760296,-1.8672699524,-5.2195466579,-4.3209337492,10.6904486248,0.7839615928,0.0046119683,0.0015172158,0.0033359023,5.676e-07,1.717e-07,-0.0021922262,-0.0007950042,-0.0043335534,-0.0271463835,-0.046670658,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.0284345614,-2.0159798601,-4.8622439121,-4.2768637303,10.1788099983,0.7825629628,0.0049337999,0.0011678502,0.0035101825,7.06e-07,4.249e-07,-0.0025385562,-0.0010766378,-0.0060124298,-0.0286778722,-0.0587378536,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.147832586,-2.0553135657,-4.8331498591,-4.3715879887,9.5132630346,0.8296073288,0.0050841751,0.0012170854,0.0029552401,7.981e-07,4.584e-07,-0.0033474021,-0.001227293,-0.0073334498,-0.0351705984,-0.0766010365,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.8838237998,-1.9930400841,-5.0300138183,-3.4935444893,9.4249097853,0.6806617345,0.00454001,0.0009025374,0.0063395709,7.351e-07,6.959e-07,-0.002722739,-0.0008769623,-0.0055805723,-0.0273353318,-0.0457482977,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.0863774882,-2.0281768768,-5.0033823343,-3.9953474721,9.6824388107,0.8377197298,0.0038681324,0.0003959373,0.0026647928,4.61e-07,3.203e-07,-0.0025888512,-0.0007467114,-0.0046019243,-0.030845804,-0.0424629451,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.136896627,-2.0368410779,-4.9094588544,-4.2747638845,9.9398018021,0.7855411493,0.0057436712,0.0017528898,0.0032894483,9.175e-07,4.86e-07,-0.0029150242,-0.0008781273,-0.0055342501,-0.037987635,-0.0573338825,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.8267012901,-1.9266537153,-5.1023049922,-3.4907111907,9.5220905595,0.7161653848,0.0048316344,0.0013719038,0.0047887598,7.288e-07,4.971e-07,-0.0019418208,-0.0007561643,-0.0036893589,-0.023661075,-0.0401964951,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.0671945098,-2.0281982955,-4.8222463884,-4.4417430755,10.1370751232,0.7223651338,0.0047369617,0.0012834158,0.0043460171,4.66e-07,4.295e-07,-0.0025159178,-0.0008591683,-0.005589379,-0.0325600369,-0.0504349272,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.983970998,-1.9873908695,-5.0555317081,-3.735775983,9.5804374667,0.7545315047,0.0063264516,0.0007841503,0.0042186177,1.2322e-06,1.0483e-06,-0.0030343746,-0.0011817455,-0.006276708,-0.0326997535,-0.0648675764,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.9646701117,-1.9567420495,-5.0396373312,-4.4012766421,10.9267465205,0.7407633975,0.0044340663,0.0008608174,0.0042835638,5.747e-07,4.331e-07,-0.0023414376,-0.0007461742,-0.0052293614,-0.0317400186,-0.0534687145,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.1660771048,-2.0670853163,-4.8698627602,-4.4561769238,10.1068172215,0.7684510046,0.0046046214,0.0011211723,0.0041045991,6.834e-07,4.468e-07,-0.0026062244,-0.0009892699,-0.0053379687,-0.0323772987,-0.0586674931,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.9443680374,-1.9271998961,-5.2324464243,-4.1523822665,10.8297031761,0.7973494613,0.0050645616,0.0006633762,0.0035480708,8.808e-07,6.342e-07,-0.0024776526,-0.000816657,-0.0051242591,-0.0354284985,-0.0696349294,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.8657700076,-1.9190758882,-5.2675854432,-3.6455048294,10.2100896229,0.8489608031,0.0039610931,0.0008506214,0.0024047026,4.561e-07,1.981e-07,-0.001771539,-0.0005455062,-0.003462821,-0.0248286579,-0.0368454735,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,2.9357890959,-2.0430866506,-4.7740626287,-3.8571223161,9.6720530361,0.8097440508,0.0035053241,0.0007133466,0.0030779025,3.531e-07,2.039e-07,-0.0016888726,-0.0005996608,-0.0037358048,-0.0217814415,-0.0368930424,120,120
3,-2,-5,-4,10,0.8,0.005,0.001,3.1588149321,-1.9753031974,-4.9569432103,-5.2382545727,11.4355511286,0.8309969906,0.0051331391,0.000487813,0.0024255064,7.259e-07,5.091e-07,-0.0026515948,-0.0007919498,-0.004447031,-0.041134008,-0.06236074,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,3.0131905934,-2.0254622792,-4.9598946127,-3.8945011881,9.7346818738,0.8326631709,0.0041114772,0.000312824,0.0023900108,4.59e-07,3.939e-07,-0.0021015662,-0.0007547056,-0.0051096014,-0.0254495302,-0.0466088195,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9129972231,-2.0376325418,-4.9123591155,-3.5054546443,9.5655646058,0.8423133358,0.0048258463,0.0005701099,0.0021593988,6.47e-07,4.424e-07,-0.0021933482,-0.0007520684,-0.0042669387,-0.0280638954,-0.0402069446,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,3.0701483018,-2.0927849085,-4.8405868078,-3.7324019142,9.4006458391,0.8330225589,0.0045861487,0.0008070079,0.0023698338,5.363e-07,3.578e-07,-0.0027892043,-0.0006793708,-0.0037841902,-0.034311662,-0.0394205043,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,3.0199873002,-1.9872832241,-5.2653509783,-3.7057753164,10.3507342069,0.7158497816,0.0054365441,0.0011586749,0.0045852666,8.505e-07,6.354e-07,-0.0027891007,-0.0009613854,-0.0055553233,-0.030956815,-0.0485310562,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,3.2092115077,-2.1018112863,-4.6708760294,-4.8683992177,10.4853877215,0.7112842363,0.0047406934,0.0007227014,0.0046421524,6.057e-07,5.307e-07,-0.0031927489,-0.0008853328,-0.0054050611,-0.0370646579,-0.0464865004,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9387483927,-1.9405903416,-5.1043963956,-4.0693965578,10.0253423855,0.7245748665,0.0061858377,0.0017070842,0.0039512202,9.316e-07,6.804e-07,-0.0027105416,-0.0009842511,-0.0056537961,-0.0282094757,-0.0533460036,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9228384621,-1.945675586,-5.0876449206,-4.0172000826,10.1740144719,0.6238681794,0.0052063422,0.0018247168,0.0057252139,7.489e-07,5.796e-07,-0.0020343838,-0.0008037981,-0.0045044548,-0.0237147969,-0.0461165318,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9281878702,-1.9927971379,-4.9824322133,-3.7833540009,9.7951170049,0.8242936613,0.0035538207,0.00038021,0.0027213598,3.841e-07,2.544e-07,-0.0017109486,-0.0006505189,-0.0032161703,-0.0190353125,-0.0337323278,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,3.0861167101,-2.0510627441,-4.868644762,-4.3358530769,10.185014426,0.8548612485,0.0052088445,0.0005047256,0.0021028385,6.872e-07,5.419e-07,-0.0036990832,-0.0008892797,-0.0059010222,-0.045834961,-0.0521070806,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,3.031065154,-1.9898294127,-5.0153138005,-4.2215667909,10.3993877245,0.8009212662,0.0038300244,0.00013679,0.0028979875,3.419e-07,3.012e-07,-0.0023063091,-0.0005873282,-0.0039125993,-0.0304372099,-0.0335274301,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9436967406,-1.9865703623,-4.9198486121,-3.9581648813,9.7661545433,0.775362143,0.0041197927,-8.63606e-05,0.0035001626,4.19e-07,6.517e-07,-0.0023545115,-0.0009063538,-0.0055390771,-0.029288146,-0.0652218041,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9747182882,-2.1069775695,-4.8247091872,-3.1643049408,8.7830677381,0.7608400856,0.0064152684,0.0013136911,0.0038391448,1.2368e-06,7.324e-07,-0.0029235412,-0.0011369895,-0.005612594,-0.0301965198,-0.0415414951,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.8655164849,-1.9998315352,-5.0320521904,-3.2490334726,9.297268207,0.7550185593,0.0051061173,0.0010542245,0.0039720831,8.277e-07,4.913e-07,-0.0025192915,-0.0008768257,-0.0057149407,-0.0265793268,-0.0636230114,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9669569149,-2.0199988074,-4.9266376029,-3.7710464464,9.5729499945,0.855749321,0.004783317,-0.0001684331,0.001915602,5.147e-07,4.908e-07,-0.0024480516,-0.0007298636,-0.004031673,-0.0284562748,-0.0335062421,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9660462697,-1.9520230185,-5.1306078009,-3.990670539,10.1492156108,0.670757571,0.0052110335,0.0012846628,0.0054956642,8.128e-07,5.972e-07,-0.0024560643,-0.0008359846,-0.0049499157,-0.0297263158,-0.0534694655,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9705468607,-1.9884721671,-4.8110639731,-4.2846527131,9.9491366376,0.7772292767,0.0046949608,0.0014343938,0.0031221403,5.4e-07,2.268e-07,-0.0024490383,-0.0007376106,-0.0041774908,-0.0271585746,-0.0408383646,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9715437915,-1.9912391193,-4.8762638614,-4.0696893234,9.6241569948,0.746441189,0.0053887789,0.0018585847,0.0035123275,6.721e-07,2.734e-07,-0.0022363112,-0.000898523,-0.0054057411,-0.0251259648,-0.052420827,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,3.0637389152,-2.0879106567,-4.7776545159,-4.0602841469,9.9566192009,0.7645622764,0.0051167387,0.001017878,0.0037193469,7.561e-07,5.448e-07,-0.0024493504,-0.000879888,-0.0049370326,-0.0293387956,-0.0476616923,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,2.9621686467,-1.9723285588,-5.0371944427,-3.773714382,9.6896067706,0.7020287358,0.0058828881,0.0008024318,0.0051888084,1.0691e-06,8.421e-07,-0.0030544281,-0.0008799705,-0.0053090861,-0.0345293466,-0.0560442093,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,3.2301538669,-2.1052405285,-4.6745611289,-4.7423413637,9.9584150759,0.6743592081,0.0049809235,0.0006284106,0.0054602952,6.984e-07,7.396e-07,-0.0028265476,-0.0009378076,-0.0057756655,-0.0356819334,-0.0483408455,130,130
3,-2,-5,-4,10,0.8,0.005,0.001,3.0020722568,-2.1265998021,-4.7059643048,-3.4997488826,9.2547486829,0.7322791522,0.0055486007,0.0007742901,0.0044523317,1.0036e-06,7.569e-07,-0.0023745959,-0.0008339674,-0.0050540148,-0.0285199812,-0.0484117017,130,130
