"B","C","D","F","G","ro","sigma","delta","oB","oC","oD","oF","oG","oRo","oSigma","oDelta","min1","min2","min3","Q_1","Q_2","Q_3","Q_4","Q_5","pDat","cas"
3,-2,-5,-4,10,0.8,0.005,0.001,2.8984695852,-2.0338980032,-4.92461162,-3.5222272102,9.6508308878,0.7399611003,0.0041866157,2.36444e-05,0.003289914,3.785e-07,3.993e-07,-0.0017741505,-0.0005354594,-0.003323996,-0.0224795338,-0.025952938,160,160
3,-2,-5,-4,10,0.8,0.005,0.001,3.0918801264,-1.961398679,-5.062501461,-4.727556375,10.6333667572,0.8285842833,0.0045737432,0.001021704,0.0018800054,4.437e-07,2.124e-07,-0.0017977681,-0.000605421,-0.0035177584,-0.022398696,-0.0423220653,160,160
3,-2,-5,-4,10,0.8,0.005,0.001,2.8634727697,-1.9452478156,-5.1063241233,-3.6231255027,9.5213107611,0.8011827983,0.0042606084,0.0001947305,0.0024173597,4.217e-07,3.76e-07,-0.0019686955,-0.0006262763,-0.0033749796,-0.0209186393,-0.035777905,160,160
3,-2,-5,-4,10,0.8,0.005,0.001,3.0313820884,-2.0393300321,-4.8892759679,-4.0397907253,10.1422355392,0.855534797,0.003695616,0.0004332966,0.0012501551,2.225e-07,2.023e-07,-0.0015892757,-0.0004515297,-0.0027242659,-0.0205711745,-0.029165521,160,160
3,-2,-5,-4,10,0.8,0.005,0.001,3.0991506498,-2.0850952623,-4.8155086924,-4.0618705838,9.8262578253,0.7389957934,0.0063235483,0.0020105894,0.0029458853,8.651e-07,4.266e-07,-0.0024010068,-0.0007909536,-0.0046361648,-0.0296017027,-0.0476500612,160,160
3,-2,-5,-4,10,0.8,0.005,0.001,2.9821339742,-1.9815611619,-5.0565771665,-3.9369341947,9.8847729584,0.738263352,0.0060148155,0.0012756574,0.0032441939,8.626e-07,6.214e-07,-0.0024130243,-0.0007283658,-0.0047800208,-0.0300449237,-0.0452920726,160,160
3,-2,-5,-4,10,0.8,0.005,0.001,3.2077261713,-2.1155598958,-4.7315176526,-4.3282593697,9.7331039211,0.7472972579,0.0036416151,0.0007588729,0.0032470606,3.041e-07,2.155e-07,-0.0017626548,-0.0005026291,-0.0026973352,-0.0222256138,-0.0288793925,160,160
3,-2,-5,-4,10,0.8,0.005,0.001,3.2611950483,-2.0869858471,-4.6592910306,-5.0263428516,9.957372714,0.725272221,0.0048217758,0.0012746505,0.0033598868,5.463e-07,3.552e-07,-0.0020765417,-0.0006994671,-0.004499151,-0.0275697486,-0.0484830213,160,160
3,-2,-5,-4,10,0.8,0.005,0.001,2.9415013659,-1.9850511072,-4.9455268484,-3.7886902598,9.6129216608,0.6985948128,0.0058608384,0.0013442443,0.0038696466,8.669e-07,6.27e-07,-0.0021308566,-0.0007633015,-0.0041227734,-0.0254061925,-0.0438451988,160,160
3,-2,-5,-4,10,0.8,0.005,0.001,3.1019245185,-2.0404473099,-5.0264583688,-4.1004561849,10.2631107525,0.8406838566,0.0038350355,-0.0001725993,0.0016376612,2.842e-07,2.714e-07,-0.0017330559,-0.0004978637,-0.0027551301,-0.0199849585,-0.0304779123,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.8228472155,-1.9331601156,-5.3025245204,-3.4409803758,10.5486330029,0.7895010076,0.0053300011,0.0010800059,0.0022218143,5.119e-07,3.523e-07,-0.001809225,-0.0006068645,-0.0034000707,-0.0204778212,-0.0329834306,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.0344883447,-2.0206512164,-4.8707175303,-4.3231936952,10.1848633084,0.8464048193,0.0055669083,0.000418426,0.0015671672,6.346e-07,4.632e-07,-0.0023558248,-0.0007272788,-0.0043914287,-0.0280677598,-0.0371278979,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.9267973214,-1.9827228019,-5.082879637,-3.6485131006,9.8259314201,0.8011817265,0.0048151468,0.0008595205,0.0021330668,4.735e-07,3.059e-07,-0.0024524325,-0.0007306943,-0.0055660162,-0.0251673945,-0.0523923087,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.8913691821,-1.9893762876,-4.9574027888,-3.6508016391,9.5930409683,0.7486514402,0.0057259808,0.0015856817,0.0026709519,6.387e-07,3.348e-07,-0.00176423,-0.0006784154,-0.0036343236,-0.0198378601,-0.0329056611,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.023616466,-2.0031189366,-5.0532537394,-4.2322184577,10.7671555078,0.8511633553,0.0046387935,0.0006220962,0.0014941309,4.304e-07,2.89e-07,-0.0017119576,-0.000551903,-0.0034179944,-0.0237662611,-0.0412790808,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.8312283105,-1.8977705526,-5.2916390686,-3.6370111435,10.3684358715,0.8002835985,0.0048413757,0.0010802451,0.0021630573,5.263e-07,2.708e-07,-0.0015348081,-0.000536943,-0.0028550326,-0.0205303903,-0.0362434995,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.234790271,-2.085075068,-4.8520172873,-4.6206742093,10.3482903201,0.8424530917,0.0059573593,0.0011716447,0.0016023565,6.57e-07,3.649e-07,-0.0035797869,-0.0009286954,-0.0058147693,-0.0378946146,-0.0510226627,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.947694965,-1.9626704957,-5.0066598617,-4.210678626,10.3144352399,0.7106652182,0.0056013857,0.0015008014,0.0032544718,6.271e-07,4.205e-07,-0.0023708755,-0.0006341209,-0.0036106535,-0.027263849,-0.037535815,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.892706843,-1.9792566621,-4.9887857049,-3.515664739,9.0624478337,0.8235333179,0.0043534594,0.0008343646,0.0018238279,3.828e-07,2.552e-07,-0.0016281805,-0.0004679648,-0.003033215,-0.0198863054,-0.0257049961,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.1170675423,-2.0535000427,-4.9069971031,-4.365609494,10.2630657786,0.8275713088,0.003966309,0.000599379,0.00190345,3.661e-07,2.174e-07,-0.0017887319,-0.0004885149,-0.002891703,-0.0220714733,-0.032505428,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.0391959117,-2.00136302,-4.9302662242,-4.1435381892,9.7099392048,0.8819537519,0.004834265,0.0006496949,0.0010316076,4.219e-07,2.969e-07,-0.0017622638,-0.0006241388,-0.0036402734,-0.0217020657,-0.0431593096,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.1181815499,-2.0524457961,-4.898172567,-4.2773713115,10.1903821243,0.7611304685,0.0056390101,0.0016268266,0.0025236175,6.535e-07,3.449e-07,-0.0021104872,-0.0007575719,-0.004596763,-0.025233838,-0.0471098153,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.0162911233,-2.0456829771,-4.9931189695,-3.8061810237,9.9720317654,0.722507238,0.0038743659,0.0003511377,0.0032072436,3.014e-07,2.858e-07,-0.0013404371,-0.00042289,-0.0023892528,-0.0178975872,-0.0232688435,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.0273999345,-2.0200077886,-4.9133348241,-4.1284731958,9.9493557054,0.7768197515,0.0049645311,0.0013336756,0.0024295682,5.234e-07,2.752e-07,-0.0020487233,-0.0006549398,-0.0044218112,-0.0234149745,-0.0422469409,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.9666247817,-1.9985085626,-4.9712505672,-3.9771094966,9.9087851643,0.7275441427,0.0053459954,0.0013839266,0.0030471353,5.874e-07,3.727e-07,-0.0020787966,-0.0006522482,-0.0040323392,-0.0247687932,-0.0412656859,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.0399907614,-1.9401289936,-5.0213508252,-4.5405187726,10.4121240057,0.7745224288,0.0054201777,0.0011798197,0.0024634694,6.681e-07,4.28e-07,-0.0018016841,-0.0007148444,-0.0042526323,-0.0245721248,-0.0479976368,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.9005817644,-1.9324674317,-5.1139237206,-3.8967702267,9.8366534044,0.7976896041,0.0061221195,0.0018761218,0.0020260979,7.266e-07,2.965e-07,-0.0018352683,-0.0006666817,-0.0043111848,-0.0220140347,-0.0480540154,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.8083691314,-1.9419163724,-4.991231223,-3.7024228169,9.6459480979,0.8578537112,0.0037897348,0.0003972677,0.0013512454,2.941e-07,2.049e-07,-0.0013543357,-0.0004396204,-0.0025840288,-0.015628538,-0.0248385792,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.9269309444,-2.047482531,-4.8562546469,-3.5408573683,9.3249970069,0.7893270537,0.0045505569,0.0013006669,0.0020746027,3.801e-07,2.044e-07,-0.0014234227,-0.0004844064,-0.002956877,-0.0167939547,-0.024646783,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.0541831379,-2.0004834696,-5.0055774111,-4.1020527399,10.0222944756,0.7320484452,0.0061477999,0.0018200979,0.0030039954,8.18e-07,4.265e-07,-0.0024309671,-0.0007559647,-0.0042234717,-0.0291476419,-0.0567325588,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.0794127433,-2.0865074474,-4.9309326247,-3.7570276743,9.9150254096,0.7436690241,0.0050303078,0.001446312,0.0028045466,5.366e-07,3.422e-07,-0.0017077961,-0.000594211,-0.0034115166,-0.0217520641,-0.0357823286,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.935124568,-1.9166577429,-5.3161699299,-4.0983870419,10.9948474199,0.8572150281,0.0047308951,0.001153871,0.0013776355,4.106e-07,2.021e-07,-0.0016016709,-0.0006454328,-0.0042575485,-0.0193457921,-0.0479188637,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.8696258318,-1.9297601748,-5.1071411401,-3.8531464983,9.9522128421,0.7738615658,0.0045046945,0.0010633905,0.0024345847,4.446e-07,2.43e-07,-0.0012038487,-0.0005211404,-0.0030033878,-0.0160959497,-0.0364061022,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.0358154327,-1.9582088856,-5.146560506,-4.3286247829,10.7812592932,0.7697470192,0.0046659193,0.0006686979,0.0025100756,4.314e-07,3.492e-07,-0.0016321601,-0.0005581,-0.003326955,-0.0218748739,-0.0349882272,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.9690588151,-2.0347702479,-4.9124392865,-3.8409909798,9.7321058318,0.782765626,0.0048373213,0.0009745496,0.0024170395,5.698e-07,2.934e-07,-0.0016860602,-0.0006606497,-0.0034594766,-0.0223633031,-0.0418352209,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.9904187854,-1.9217796591,-5.1597855731,-4.1398128412,10.0494833067,0.7573595098,0.0059552007,0.0016331394,0.0026836049,7.523e-07,3.791e-07,-0.0025462748,-0.0009410986,-0.0052501081,-0.024041789,-0.0513651555,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.1226407915,-2.0358590801,-4.8235469803,-4.7460460108,10.316123045,0.8045509735,0.0057075647,0.0006862255,0.0021800468,7.059e-07,5.595e-07,-0.0030358215,-0.0008543837,-0.0053376417,-0.0370119379,-0.0457696699,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.8404609832,-2.0015756916,-4.9866530759,-3.2817156349,9.1404907336,0.7577779763,0.0052703347,0.0011558278,0.0027705429,6.163e-07,3.565e-07,-0.0016105527,-0.000490336,-0.0029390172,-0.020206929,-0.0308464955,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,3.1272799695,-2.0692544941,-4.8754014915,-4.1909782353,9.8844337336,0.793154381,0.0041417044,6.21705e-05,0.0024907688,4.245e-07,3.867e-07,-0.0018086962,-0.0005446145,-0.0031119056,-0.022113645,-0.0341407054,170,170
3,-2,-5,-4,10,0.8,0.005,0.001,2.9411315853,-2.0085823823,-5.2187885032,-3.3072057413,9.8978785371,0.7800131585,0.0045958624,0.0011182761,0.0022401516,4.313e-07,2.871e-07,-0.0014867821,-0.0004878313,-0.0031697567,-0.019200762,-0.0338912901,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.9339803869,-1.9501317856,-5.1994170752,-3.8212218575,10.2470749933,0.8544626574,0.003788241,0.000729611,0.0013264897,2.725e-07,1.693e-07,-0.0011004993,-0.0003962397,-0.0022419201,-0.0144588139,-0.0259018961,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.0461486869,-2.1092762611,-4.6608766717,-3.8455562916,9.3277157817,0.836086579,0.0049226542,0.0005116207,0.0015481856,5.001e-07,3.706e-07,-0.0016927609,-0.0005488583,-0.0030916431,-0.0223533087,-0.0313224376,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.0854094042,-2.028234187,-4.8847699788,-4.2606147493,9.8892673783,0.793211234,0.0067661729,0.0017163908,0.0019987478,8.952e-07,5.707e-07,-0.0023666617,-0.0007529733,-0.005080336,-0.031559098,-0.0594976581,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.9914492242,-2.0616114091,-5.0508678429,-3.5132735631,10.1403767941,0.7999192615,0.0045636897,0.0007290408,0.0020612687,4.554e-07,3.228e-07,-0.0014129046,-0.0004984405,-0.0028783241,-0.0196848525,-0.0331353207,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.9903402789,-1.958670053,-4.9877181901,-4.4526069726,10.3561220631,0.7694001482,0.004244541,-0.0002069774,0.0024623444,3.554e-07,3.7e-07,-0.0018984498,-0.0005781913,-0.003467181,-0.0216856255,-0.0317665014,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.0385968194,-1.9976899771,-4.9809082228,-4.1865538417,9.9205022833,0.8271174887,0.0047113662,0.0007372494,0.0037144886,5.95e-07,3.451e-07,-0.001670152,-0.000550137,-0.0032390071,-0.0211978403,-0.0332190025,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.1005962878,-2.032300094,-5.0187480149,-4.170816282,10.3412045552,0.8139908412,0.0040323534,0.0005623242,0.0019316517,3.375e-07,2.177e-07,-0.0019858281,-0.0006202151,-0.0030453343,-0.0201138678,-0.0287133829,180,180
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,-2,-5,-4,10,0.8,0.005,0.001,2.8841326789,-1.8677784981,-5.2033997052,-4.2355573929,10.4508371967,0.8310570194,0.0037172291,0.0001722971,0.0016284739,2.376e-07,2.459e-07,-0.0013820361,-0.0004098317,-0.0025339581,-0.0190177966,-0.0254832199,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.1109975557,-2.0500098099,-4.9876226917,-4.1743736251,10.1039253143,0.7427263991,0.005124714,0.001595661,0.0026449529,5.205e-07,2.32e-07,-0.0015814584,-0.0006544458,-0.0035184868,-0.0209963142,-0.0431439449,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.8921017075,-1.9094930512,-5.2377134783,-3.8217144157,10.2475556319,0.8433737461,0.0048820468,0.0015278178,0.0013513096,3.793e-07,1.083e-07,-0.0016745094,-0.000539599,-0.0031888901,-0.0225740666,-0.041165428,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.9866901698,-2.0325496148,-4.8558229056,-3.8534167648,9.5025080704,0.7429652947,0.0054507608,0.0004064338,0.0026959055,5.186e-07,5.123e-07,-0.0024347476,-0.0006452924,-0.0040094964,-0.0292935665,-0.0322401557,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.8137023828,-1.9081529923,-5.3374927283,-3.4357011973,10.5345113482,0.785869316,0.0062418983,0.0020294937,0.0019532468,6.572e-07,2.033e-07,-0.0017847022,-0.0006566369,-0.0038779833,-0.0215015254,-0.0425631133,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.0106442011,-2.0139697635,-4.8929614293,-4.1600658574,9.9807887181,0.8388203818,0.0056485806,0.0015261087,0.0014436782,5.621e-07,2.86e-07,-0.001772779,-0.0005551676,-0.003478876,-0.0251541236,-0.0360051209,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.8862042852,-1.9586756208,-5.0086086018,-3.8633373474,9.8899282428,0.7790855781,0.004388254,0.0001997224,0.0024662827,4.486e-07,3.593e-07,-0.0013708474,-0.0005300735,-0.0030388896,-0.0181627633,-0.0330737104,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.069909013,-2.0197848153,-4.8059956954,-4.6201915903,10.414355379,0.7338856013,0.005604887,0.0014597972,0.0027355564,5.874e-07,3.539e-07,-0.0018740913,-0.0005915602,-0.0035401663,-0.0259589291,-0.037379569,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.8625166139,-1.9986582242,-4.9558021039,-3.3801392492,9.4977073591,0.7751438572,0.0050399671,0.0010854935,0.0023076015,5.025e-07,3.071e-07,-0.0017945887,-0.0006161784,-0.0037222335,-0.018921261,-0.036152803,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.9766351185,-2.0096174807,-4.8942828367,-3.9456804482,9.7884863607,0.8483603247,0.0042862602,0.0008042937,0.0014552763,3.57e-07,2.092e-07,-0.0018529377,-0.0005201157,-0.0029316269,-0.0223487397,-0.0287093486,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.8989757846,-1.9528260812,-5.2135634114,-3.624400129,10.3065568749,0.7764895956,0.0042927134,0.0007685346,0.0022118653,3.756e-07,2.826e-07,-0.0013297162,-0.0004390336,-0.0025754734,-0.0169755702,-0.0286240787,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.9408419518,-2.0104466313,-4.9584005052,-3.6530048556,9.5889297048,0.8131145962,0.0042585443,0.0009033329,0.0018318726,3.875e-07,2.149e-07,-0.0015673213,-0.0005094674,-0.0027376668,-0.0174490488,-0.0285869651,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.0225068252,-2.054927608,-4.7886973968,-4.145633841,10.0021096724,0.8217868217,0.0047904745,0.0001484396,0.0017685725,4.841e-07,3.927e-07,-0.0016634917,-0.0005600741,-0.0037754131,-0.0223255154,-0.0358555594,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.1810351908,-2.0368789373,-4.8938776982,-4.4986223809,9.9926585931,0.847888111,0.004877917,0.0007510585,0.0013691057,4.22e-07,2.914e-07,-0.001916634,-0.0005588097,-0.0032839053,-0.0247335191,-0.0373214555,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.8741938228,-1.9140443647,-5.1874339626,-3.8158711507,9.9542501714,0.7510146121,0.0056163209,0.0018835688,0.0023189706,5.055e-07,2.101e-07,-0.0014541945,-0.0006373429,-0.0038236138,-0.0174650234,-0.0406122867,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.9694686771,-2.0237795527,-5.0170743766,-3.6734819647,9.6086480358,0.8201452145,0.0061659039,0.0016702186,0.0016995123,7.267e-07,2.796e-07,-0.0018456774,-0.0006303118,-0.0037006811,-0.0221141827,-0.0425505351,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.9635357476,-1.975960273,-5.0567019949,-3.92707745,9.9818398374,0.758017836,0.005162289,0.001298688,0.0024575687,4.723e-07,2.678e-07,-0.0018824527,-0.0006357005,-0.0035924452,-0.0198253104,-0.0331058053,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.0509577916,-1.997314973,-4.9538728188,-4.21226251,9.7769312331,0.7712269431,0.0054637082,0.0007931891,0.0025830516,7.137e-07,5.108e-07,-0.0021707244,-0.0007871628,-0.0050841382,-0.0247858279,-0.0536545775,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.0765220361,-2.0461457917,-4.9244254464,-4.1183046738,10.0767582693,0.7676698053,0.00567286,0.0017089189,0.0022703857,6.174e-07,3.053e-07,-0.0017736194,-0.0005594775,-0.0030796005,-0.0257471963,-0.0403795612,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,3.0616613764,-2.0600503855,-4.8704867829,-4.1162414143,10.03941373,0.8145533203,0.0041194723,0.0009405673,0.0018256767,3.49e-07,1.565e-07,-0.0012845531,-0.0005628013,-0.0033500972,-0.0160044359,-0.0405479813,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.8656510304,-1.9207696062,-5.2008919313,-3.6729996802,10.0681041011,0.7878802248,0.0047202264,0.0013210464,0.0020542365,4.126e-07,1.971e-07,-0.001457373,-0.0005150973,-0.0029877247,-0.0173833667,-0.0322111689,180,180
3,-2,-5,-4,10,0.8,0.005,0.001,2.9189702538,-1.9860014893,-5.0106201129,-3.6708060001,9.72891567,0.7585383688,0.0043778863,4.04932e-05,0.0023605575,3.407e-07,3.506e-07,-0.0014705178,-0.0005178986,-0.0033536763,-0.0165176392,-0.0264194285,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9839651812,-2.0809178599,-4.6362633493,-3.8148432395,8.92818135,0.7933157608,0.0046198889,0.0008310037,0.0019569682,4.112e-07,2.813e-07,-0.0015834667,-0.0005294226,-0.003348663,-0.0183747677,-0.0303440385,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,3.1284005369,-2.0437756844,-4.8357871233,-4.453673911,9.7715743608,0.7744467517,0.0046867447,0.0008922996,0.0022050977,4.316e-07,2.698e-07,-0.0017846735,-0.0006221463,-0.0037364027,-0.0188472249,-0.0372598938,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,3.0125667654,-2.0083180723,-4.9815204595,-3.9622125146,9.9285285327,0.7817660735,0.0048111143,0.0012002857,0.0020377012,4.428e-07,2.573e-07,-0.0013060588,-0.0005055159,-0.0031494945,-0.0185461133,-0.0356413032,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9600162839,-1.9185242554,-5.0721112122,-4.3395289325,10.3389711532,0.7893682554,0.0051980876,0.0015285918,0.001896112,4.669e-07,1.961e-07,-0.001721771,-0.000567598,-0.0029099511,-0.021260206,-0.0348628866,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9764996189,-2.0164673892,-4.9499909959,-3.7434483642,9.4758043245,0.6732266476,0.0060642882,0.0015661516,0.0035958463,7.962e-07,5.501e-07,-0.0019263255,-0.0006481557,-0.00349472,-0.0221149556,-0.0352763274,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9293843997,-2.0062694407,-4.9321345735,-3.6759015546,9.3393478433,0.7463441986,0.0046776295,0.0005208213,0.0026801882,4.655e-07,3.317e-07,-0.0014352631,-0.0004026148,-0.002191663,-0.0193088655,-0.0259179216,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,3.2165475632,-2.0719421239,-4.8111639834,-4.7172988343,10.2693042097,0.8510395116,0.0036235653,0.0006963222,0.0012948056,2.479e-07,1.362e-07,-0.0013979714,-0.0004385844,-0.002397943,-0.0189892192,-0.0274239247,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,3.0061221376,-2.0141034744,-4.8201417558,-4.1392184358,9.6061834521,0.735200929,0.006120047,0.0015445375,0.0026640665,7.374e-07,4.521e-07,-0.0020047748,-0.00063995,-0.0038003971,-0.0232468721,-0.0401367938,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9518532931,-1.9800236365,-4.9084157399,-4.2462811466,10.1576048985,0.7686150991,0.0040167286,0.0005094749,0.0023580185,3.428e-07,2.704e-07,-0.0012703962,-0.0004014283,-0.0025038557,-0.0183567113,-0.0288103818,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.8527792227,-2.0303871137,-5.0332152572,-3.0538226332,9.4416588654,0.8123164605,0.0043070719,0.0005998771,0.0016262273,3.144e-07,2.021e-07,-0.0012753583,-0.0004365535,-0.0025778183,-0.0135324331,-0.0228429832,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.858429371,-1.9409008252,-5.2299673083,-3.426399435,9.7792636426,0.7823214282,0.0045463914,0.0010369893,0.0020629632,3.7e-07,2.177e-07,-0.0014529456,-0.000495132,-0.0027158376,-0.0160761454,-0.0262028832,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9609625907,-1.988395785,-4.9305980297,-3.9657728316,9.559956664,0.8373524441,0.0045845395,0.0002429913,0.0015684829,4.15e-07,2.48e-07,-0.0016389386,-0.0005467463,-0.0032350172,-0.0185109067,-0.0267645095,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.8915196185,-2.0389329378,-4.8409661024,-3.4203450351,9.0948336669,0.7868915203,0.0045011087,0.0005392459,0.0020453236,4.015e-07,2.996e-07,-0.0012376945,-0.0004357191,-0.0026346695,-0.0162083269,-0.0255491528,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,3.1689397288,-2.10805489,-4.808267711,-4.1007694776,9.76102668,0.8507760521,0.0048786081,0.0004064075,0.0013177216,4.097e-07,3.068e-07,-0.0020421715,-0.0006624053,-0.003699364,-0.0222491714,-0.0335888862,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.8922114155,-1.9275173049,-5.1824914604,-3.9536841267,10.4712058146,0.8292624227,0.0052951105,0.0005781708,0.0015213143,4.923e-07,3.821e-07,-0.0016468494,-0.0004763917,-0.0027509677,-0.0236665339,-0.033455698,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,3.0942246474,-2.0655894396,-4.7780962944,-4.3216880445,9.9120357414,0.7718994807,0.0044481168,0.0008321307,0.0021856268,3.745e-07,2.933e-07,-0.0014575973,-0.0004677269,-0.0028927008,-0.0205252148,-0.0290100203,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9805371062,-2.0166440503,-4.9642917015,-3.8999185831,9.7855794819,0.8058202114,0.0057022208,0.0013221627,0.0017418272,6.08e-07,3.595e-07,-0.001748302,-0.0006085093,-0.0036956725,-0.0214797635,-0.0414088157,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.898265204,-1.977593644,-5.084451782,-3.6338999805,9.9284493159,0.8521836375,0.0042818874,0.0006362042,0.0011630647,2.962e-07,2.065e-07,-0.0013754181,-0.0004801397,-0.0028952748,-0.0165475875,-0.0278840045,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.8870931385,-1.9528794696,-5.1913198307,-3.6004441108,10.0836019348,0.7473196223,0.0049525279,0.0011460206,0.0025592016,4.859e-07,2.841e-07,-0.0016211854,-0.0005249601,-0.0030483982,-0.0192540495,-0.0297501227,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9892185303,-2.0524316855,-5.0026978148,-3.527181003,9.5832707965,0.8479279781,0.0036140601,-0.0001400887,0.0013226977,2.327e-07,2.079e-07,-0.0012506607,-0.0003548594,-0.0019571817,-0.0154562127,-0.0198770882,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,3.0828223979,-2.0442962927,-4.9016761066,-4.1880602908,10.0118691297,0.8086991936,0.0048584046,0.0009190947,0.0018921095,5.067e-07,2.742e-07,-0.0017649444,-0.0005301929,-0.003053731,-0.0229661145,-0.0258962925,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9236449766,-1.9882316254,-4.9901512755,-3.7334197506,9.6216118314,0.7847907229,0.0059848876,0.0017786289,0.001926002,6.294e-07,3.523e-07,-0.0019135537,-0.0005824451,-0.0034162583,-0.0231767118,-0.0374214318,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,2.9939877126,-2.0087270367,-4.9987898117,-3.8637765138,9.8674120261,0.8129133869,0.0047629424,0.0003520583,0.0017023621,4.19e-07,3.527e-07,-0.0016678834,-0.0004843457,-0.0027753583,-0.0222225339,-0.0280194371,190,190
3,-2,-5,-4,10,0.8,0.005,0.001,3.0762853263,-2.0445701494,-4.8227805972,-4.4457282589,10.2381758356,0.7893474047,0.004867872,0.0005249689,0.0020728288,4.837e-07,3.538e-07,-0.0016511089,-0.0005885434,-0.0036965619,-0.0207335224,-0.0394677511,190,190
